Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Putnam,80245,207,0.002592,3.0964,1.0,0.008026
Rhea,33167,84,0.002563,3.0603,1.0,0.007843
Roane,53382,118,0.002229,3.0176,1.0,0.006727
Robertson,71813,213,0.00298,3.2352,1.0,0.009641
Rutherford,332285,917,0.002763,3.6477,1.0,0.010077
Scott,22068,61,0.002809,2.6805,1.22,0.009188
Sequatchie,15026,41,0.002795,2.8224,1.0,0.007889
Sevier,98250,260,0.002656,3.2723,1.0,0.008693
Shelby,937166,2113,0.002256,2.9385,1.0,0.006629
Smith,20157,40,0.002034,2.9431,1.0,0.005986
Stewart,13715,30,0.00226,3.2757,1.0,0.007404
Sullivan,158348,297,0.001882,3.2578,1.0,0.006131
Sumner,191283,477,0.002499,3.2308,1.0,0.008074
Tipton,61599,163,0.002662,2.9211,1.0,0.007777
Trousdale,11284,25,0.002304,3.1228,1.3889,0.009993
Unicoi,17883,22,0.001286,2.7833,1.0,0.00358
Union,19972,54,0.002754,3.6007,1.0,0.009916
Van Buren,5872,5,0.001022,3.0107,1.0,0.003076
Warren,41277,93,0.002277,3.2509,1.0,0.007403
Washington,129375,231,0.001793,3.6921,1.0,0.006621
Wayne,16673,51,0.003119,3.2778,1.0,0.010223
Weakley,33328,70,0.00213,3.5316,1.1667,0.008778
White,27345,53,0.001975,3.1087,1.0,0.006139
Williamson,238412,811,0.003406,3.1951,1.0012,0.010896
Wilson,144657,388,0.002689,3.3503,1.0,0.009009
