Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Kearny,3838,3,0.001042,2.7177,1.0,0.002832
Kingman,7152,32,0.004614,3.2997,1.6842,0.025642
Kiowa,2475,10,0.004444,3.6338,1.25,0.020188
Labette,19618,52,0.002702,3.1869,1.0,0.00861
Lane,1535,2,0.001954,3.4711,1.0,0.006784
Leavenworth,81758,236,0.002899,2.896,1.0216,0.008577
Lincoln,2962,3,0.00135,4.1173,1.0,0.00556
Linn,9703,28,0.002989,3.0959,1.0,0.009253
Logan,2794,2,0.001074,2.4401,1.0,0.00262
Lyon,33195,71,0.002169,2.942,1.0,0.006381
McPherson,28542,82,0.002908,3.3051,1.0,0.009611
Marion,11884,35,0.003029,3.6007,1.0,0.010908
Marshall,9707,107,0.011126,3.2077,2.0,0.071378
Meade,4033,14,0.003719,3.4854,1.0,0.012963
Miami,34237,82,0.002424,2.9345,1.0,0.007114
Mitchell,5979,7,0.001338,2.4778,1.0,0.003315
Montgomery,31829,84,0.002671,3.0037,1.0,0.008021
Morris,5620,17,0.003203,3.4645,1.0,0.011096
Morton,2587,7,0.003092,4.4519,1.0,0.013767
Nemaha,10231,6,0.000684,2.9181,1.0,0.001997
Neosho,16007,44,0.002811,3.4861,1.0,0.0098
Ness,2750,25,0.009455,2.3751,2.0,0.04491
Norton,5361,1,0.000373,2.3322,1.0,0.00087
Osage,15949,37,0.002383,3.2727,1.0,0.007798
Osborne,3421,4,0.001462,2.6717,1.0,0.003905
Ottawa,5704,17,0.003156,3.048,1.0,0.009618
Pawnee,6414,11,0.001871,3.3026,1.0,0.006179
Phillips,5234,17,0.003439,3.9161,2.0,0.026935
Pottawatomie,24383,78,0.00324,3.4137,1.0,0.01106
Pratt,9164,4,0.000546,2.8653,1.0,0.001563
Rawlins,2530,1,0.000791,2.6717,1.0,0.002112
Reno,61998,162,0.002629,3.1709,1.0,0.008337
Republic,4636,7,0.001726,2.8419,1.0,0.004904
Rice,9537,36,0.00388,3.2334,1.1613,0.014568
Riley,74232,175,0.002371,2.7854,1.0,0.006604
Rooks,4920,12,0.002642,3.8065,1.7143,0.017242
Rush,3036,4,0.001647,2.7756,1.0,0.004571
Russell,6856,5,0.000875,2.5563,1.0,0.002237
Saline,54224,178,0.003301,3.3013,1.0,0.010898
Scott,4823,16,0.003525,2.5075,2.0,0.017677
Sedgwick,516042,1300,0.002521,3.0649,1.0,0.007727
Seward,21428,39,0.001867,3.4751,1.0,0.006487
Shawnee,176875,471,0.002669,3.0366,1.0,0.008103
Sheridan,2521,3,0.001587,3.6988,1.0,0.005869
Sherman,5917,9,0.00169,2.7929,1.0,0.00472
Smith,3583,8,0.002512,3.5506,2.0,0.017837
Stafford,4156,7,0.001925,2.6267,1.75,0.008848
Stanton,2006,3,0.001994,3.7212,1.0,0.00742
Stevens,5485,12,0.00237,3.8991,2.0,0.018482
Sumner,22836,122,0.005386,3.6222,1.0991,0.021444
Thomas,7777,18,0.002443,3.5475,1.0,0.008667
Trego,2803,20,0.007492,3.2892,2.0,0.049285
Wabaunsee,6931,17,0.002597,3.2573,1.0,0.008459
Wallace,1518,0,0.000659,2.9477,1.0,0.001942
Washington,5406,11,0.00222,3.6747,2.0,0.016314
Wichita,2119,2,0.001416,3.3603,1.0,0.004757
Wilson,8525,39,0.004692,3.2153,1.6957,0.025582
Woodson,3138,2,0.000956,2.4148,1.0,0.002309
Wyandotte,165429,356,0.002158,2.9321,1.0,0.006328
