Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Pitt,180742,654,0.003624,3.0117,1.0,0.010914
Polk,20724,68,0.003329,2.9356,1.0,0.009774
Randolph,143667,696,0.004851,3.1847,1.0,0.01545
Richmond,44829,192,0.004305,3.13,1.0,0.013475
Robeson,130625,595,0.004563,3.1424,1.0,0.014338
Rockingham,91010,241,0.002659,3.081,1.0,0.008193
Rowan,142088,690,0.004863,3.2651,1.0,0.015879
Rutherford,67029,250,0.003745,3.2251,1.0,0.012077
Sampson,63531,202,0.003195,3.082,1.0,0.009848
Scotland,34823,78,0.002269,2.7458,1.0,0.006229
Stanly,62806,254,0.00406,3.091,1.0,0.01255
Stokes,45591,224,0.004935,3.1987,1.0,0.015786
Surry,71783,277,0.003873,3.2167,1.0,0.012457
Swain,14271,45,0.003223,3.2064,1.0,0.010335
Transylvania,34385,137,0.004013,3.1996,1.0,0.012841
Tyrrell,4016,15,0.003984,3.4056,1.0,0.013568
Union,239859,883,0.003685,3.1452,1.0,0.011592
Vance,44535,180,0.004064,3.0091,1.0,0.01223
Wake,1111761,3855,0.003468,2.9116,1.0,0.010099
Warren,19731,69,0.003548,2.8924,1.0,0.010261
Washington,11580,82,0.007168,3.5728,1.3226,0.033869
Watauga,56177,110,0.001976,2.7392,1.0,0.005412
Wayne,123131,433,0.003525,2.9517,1.0409,0.010829
Wilkes,68412,272,0.003991,3.0324,1.0,0.012101
Wilson,81801,259,0.003178,3.0381,1.0,0.009657
Yadkin,37667,152,0.004062,3.205,1.0,0.013019
Yancey,18069,76,0.004261,2.9128,1.5833,0.019653
