Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Lee,23423,93,0.004013,3.0588,1.0,0.012275
Loudoun,413538,1636,0.003959,3.0042,1.0,0.011892
Louisa,37591,126,0.003378,3.0994,1.1351,0.011886
Lunenburg,12196,22,0.001886,2.6653,1.0,0.005026
Madison,13261,44,0.003393,2.9437,1.1,0.010988
Mathews,8834,31,0.003622,3.5485,1.24,0.015939
Mecklenburg,30587,109,0.003596,2.9562,1.0,0.010631
Middlesex,10582,22,0.002174,3.0203,1.0,0.006565
Montgomery,98535,272,0.002771,2.7777,1.3465,0.010363
Nelson,14930,64,0.004354,3.2582,1.0,0.014185
New Kent,23091,77,0.003378,3.1405,1.0,0.010608
Northampton,11710,34,0.002989,3.1842,1.0968,0.010438
Northumberland,12095,35,0.002976,2.8483,1.2069,0.010232
Nottoway,15232,42,0.002823,3.0261,1.0,0.008543
Orange,37051,80,0.002186,3.0261,1.0,0.006616
Page,23902,130,0.005481,3.2633,1.0,0.017885
Patrick,17608,67,0.003862,3.2255,1.1356,0.014146
Pittsylvania,60354,235,0.00391,3.5394,1.0,0.01384
Powhatan,29652,118,0.004013,3.25,1.7101,0.022305
Prince Edward,22802,172,0.007587,3.4955,1.3984,0.037086
Prince George,38353,164,0.004302,3.2396,1.0,0.013937
Prince William,470335,1673,0.003559,3.0994,1.0,0.011031
Pulaski,34027,86,0.002557,3.2504,1.0,0.008311
Rappahannock,7370,19,0.002714,3.3154,1.0,0.008997
Richmond,9023,21,0.002438,2.7465,1.0,0.006697
Roanoke,94186,459,0.004884,2.9635,1.4712,0.021293
Rockbridge,22573,68,0.003057,3.47,1.0,0.010607
Rockingham,81948,239,0.002929,3.1649,1.0,0.009269
Russell,26586,22,0.000865,3.1625,1.0,0.002736
Scott,21566,42,0.001994,3.2321,1.0,0.006444
Shenandoah,43616,212,0.004884,2.9368,1.0,0.014342
Smyth,30104,82,0.002757,3.0557,1.0123,0.008529
Southampton,17631,71,0.004084,3.0552,1.1639,0.014522
Spotsylvania,136215,549,0.004038,3.2997,1.0,0.013323
Stafford,152882,664,0.00435,3.3088,1.1409,0.01642
Surry,6422,13,0.00218,2.7847,1.0,0.006071
Sussex,11159,81,0.007348,2.9414,1.0,0.021614
Tazewell,40595,42,0.001059,3.0669,1.0,0.003249
Warren,40164,159,0.003984,3.0155,1.1042,0.013264
Washington,53740,144,0.002698,3.317,1.0,0.00895
Westmoreland,18015,59,0.003331,3.139,1.0,0.010455
Wise,37383,56,0.001525,3.3638,1.0,0.005129
Wythe,28684,77,0.002719,3.1433,1.0,0.008548
York,68280,212,0.00312,3.2573,1.0,0.010161
Alexandria,159428,361,0.002271,2.9051,1.0,0.006596
Bristol,16762,25,0.001551,3.2909,1.0,0.005105
Buena Vista,6478,53,0.008336,3.0037,1.0,0.025039
Charlottesville,47266,92,0.001968,2.464,1.3143,0.006372
Chesapeake,244835,958,0.003917,3.4091,1.0,0.013353
Colonial Heights,17370,92,0.005354,3.25,1.0455,0.018192
Covington,5538,8,0.001625,2.8753,1.0,0.004673
Danville,40044,264,0.006618,3.3503,1.0776,0.023891
Emporia,5346,14,0.002806,3.0659,1.0,0.008602
Fairfax City,24019,34,0.001457,3.1023,1.619,0.007319
Falls Church,14617,16,0.001163,2.7573,1.0,0.003207
Franklin City,7967,47,0.006025,3.0219,1.0,0.018206
Fredericksburg,29036,117,0.004064,3.1461,1.0,0.012786
Galax,6347,8,0.001418,2.7922,1.0,0.003959
Hampton,134510,525,0.00391,3.3256,1.0,0.013005
Harrisonburg,53016,170,0.003225,3.1338,1.6505,0.016683
Hopewell,22529,218,0.009721,3.3851,1.1534,0.037955
Lexington,7446,27,0.00376,2.5149,1.0,0.009457
Lynchburg,82168,290,0.003542,3.0835,1.0,0.01092
Manassas,41085,155,0.003797,3.2167,1.1151,0.01362
Manassas Park,17478,10,0.000629,2.8496,1.0,0.001793
Martinsville,12554,83,0.006691,3.7742,2.0,0.050507
Newport News,179225,804,0.004492,3.2955,1.0,0.014802
Norfolk,242742,789,0.003254,3.2277,1.0,0.010505
Norton,3981,9,0.002512,3.65,2.0,0.018337
Petersburg,31346,259,0.008295,3.2104,1.0,0.026629
Poquoson,12271,61,0.005053,3.3975,1.0,0.017166
Portsmouth,94398,365,0.003877,3.4289,1.0,0.013295
Radford,18249,33,0.001863,2.8777,1.0,0.005362
Richmond City,230436,753,0.003272,2.9175,1.0866,0.010373
Roanoke City,99143,443,0.004478,2.959,1.3975,0.018519
Salem,25301,122,0.004861,2.9146,1.8209,0.0258
Staunton,24932,60,0.002447,3.1111,1.0,0.007612
Suffolk,92108,475,0.005168,3.317,1.0945,0.018761
Virginia Beach,449974,1820,0.004047,3.2846,1.0442,0.01388
Waynesboro,22630,117,0.005214,3.6182,1.0,0.018866
Williamsburg,14954,2,0.000201,3.4244,1.0,0.000687
Winchester,28078,74,0.002671,3.176,1.0,0.008483
