Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Coke,3387,24,0.007381,3.4711,1.0,0.025621
Coleman,8175,12,0.00159,3.4608,1.0,0.005503
Collin,1034730,4637,0.004482,3.3812,1.0,0.015156
Collingsworth,2920,9,0.003425,3.163,2.0,0.021664
Colorado,21493,78,0.003676,3.0905,1.2188,0.013844
Comal,156209,482,0.003092,3.4225,1.4431,0.015272
Comanche,13635,13,0.001027,3.0618,1.0,0.003144
Concho,2726,24,0.009171,3.163,2.0,0.058015
Cooke,41257,95,0.002327,3.5628,1.0,0.00829
Coryell,75951,2564,0.033772,2.9551,2.0,0.199597
Cottle,1398,1,0.001431,2.8496,1.0,0.004077
Crane,4797,-4,-0.000625,3.4711,1.0,-0.002171
Crockett,3464,37,0.01097,3.5013,2.0,0.076819
Crosby,5737,28,0.005055,2.6579,1.12,0.015048
Culberson,2171,10,0.005067,4.27,1.0,0.021635
Dallam,7287,91,0.012625,3.3431,2.0,0.084414
Dallas,2635516,11426,0.004336,3.2917,1.0,0.014272
Dawson,12728,34,0.00275,2.4148,1.0,0.00664
Deaf Smith,18546,32,0.001779,2.4901,1.0,0.004431
Delta,5331,35,0.006753,4.0068,1.75,0.047352
Denton,887207,3715,0.004188,3.3937,1.0,0.014214
DeWitt,20160,36,0.001835,3.5762,1.0,0.006563
Dickens,2211,1,0.000905,3.3222,1.0,0.003005
Dimmit,10124,158,0.015705,3.4137,1.0,0.053613
Donley,3278,25,0.007932,4.0047,1.1364,0.036095
Duval,11157,34,0.003137,2.7693,1.0,0.008688
Eastland,18360,34,0.001906,3.169,1.0,0.006041
Ector,166223,291,0.001757,3.3753,1.0,0.005929
Edwards,1932,9,0.005176,2.4401,1.0,0.01263
Ellis,184826,964,0.005221,3.3913,1.0,0.017707
El Paso,839238,2997,0.003572,3.3749,1.0,0.012056
Erath,42698,90,0.002131,3.2896,1.0,0.007011
Falls,17297,594,0.034399,3.1569,2.0,0.217191
Fannin,35514,164,0.004646,3.2509,1.0,0.015104
Fayette,25346,536,0.021187,3.1352,2.0,0.132851
Fisher,3830,10,0.002872,3.6447,1.4286,0.014954
Floyd,5712,24,0.004377,2.5075,1.0,0.010975
Foard,1155,5,0.005195,3.6447,2.0,0.037867
Fort Bend,811688,2941,0.003625,3.3406,1.0,0.012108
Franklin,10725,27,0.002611,3.1053,1.0385,0.008419
Freestone,19717,756,0.038393,3.4387,2.0,0.264049
Frio,20306,150,0.007436,3.5721,1.5957,0.042387
Gaines,21492,28,0.001349,3.8753,1.0,0.005229
Galveston,342139,1651,0.004828,3.3737,1.0,0.01629
Garza,6229,25,0.004174,2.3466,2.0,0.019589
Gillespie,26988,113,0.004224,3.2444,1.0,0.013705
Glasscock,1409,13,0.009936,3.3222,2.0,0.06602
Goliad,7658,35,0.004701,3.6172,1.25,0.021255
Gonzales,20837,186,0.008974,4.0342,1.0,0.036204
Gray,21886,47,0.002193,3.5013,1.0,0.007679
Grayson,136212,457,0.003362,3.2277,1.0,0.010853
Gregg,123945,599,0.004841,3.139,1.0,0.015196
Grimes,28880,1210,0.041932,3.3638,1.0,0.141053
Guadalupe,166847,1342,0.008049,3.2629,1.342,0.035247
Hale,33406,51,0.001557,2.8709,1.0,0.004469
Hall,2964,20,0.007085,3.8217,1.0,0.027077
Hamilton,8461,104,0.01241,2.9967,2.0,0.074376
Hansford,5399,46,0.008705,3.8017,2.0,0.06619
Hardeman,3933,15,0.004068,2.7355,2.0,0.022257
Hardin,57602,202,0.003524,3.1131,1.8704,0.02052
Harris,4713325,18627,0.003952,3.2926,1.2571,0.016359
Harrison,66553,282,0.004252,3.2343,1.0,0.013753
Hartley,5576,63,0.011478,3.3222,2.0,0.076263
Haskell,5658,14,0.002651,3.4711,1.0,0.009202
Hays,230191,567,0.002468,3.2109,1.0,0.007923
Hemphill,3819,21,0.005761,3.3222,1.0,0.019138
Henderson,82737,230,0.002792,3.4952,1.0,0.009758
Hidalgo,868707,3313,0.003815,3.5128,1.0,0.013401
Hill,36649,1538,0.041993,3.5002,2.0,0.29397
Hockley,23021,45,0.001998,2.9791,1.0714,0.006378
Hood,61643,254,0.004137,3.3451,1.0,0.013838
Hopkins,37084,77,0.002103,3.365,1.1846,0.008384
Houston,22968,46,0.002046,3.2517,1.0,0.006654
Howard,36664,103,0.002837,3.2578,1.0,0.009241
Hudspeth,4886,54,0.011257,4.4763,1.0,0.050388
Hunt,98594,266,0.002708,3.5641,1.642,0.015848
Hutchinson,20938,72,0.003486,3.3956,1.3846,0.016392
Irion,1536,6,0.004557,3.8017,1.0,0.017326
Jack,8935,25,0.00291,3.5228,1.7857,0.018305
Jackson,14760,110,0.00752,3.9819,1.0,0.029945
Jasper,35529,107,0.00304,3.0464,1.2159,0.01126
Jeff Davis,2274,9,0.004398,2.5075,2.0,0.022053
Jefferson,251565,522,0.002079,3.2233,1.0255,0.006872
Jim Hogg,5200,19,0.003846,2.9769,1.0,0.01145
Jim Wells,40482,158,0.003928,3.2127,1.1367,0.014343
Johnson,175817,868,0.004943,3.5541,1.0,0.017567
Jones,20083,35,0.001793,2.9009,1.0,0.0052
Karnes,15601,75,0.004871,3.1842,1.0,0.015512
Kaufman,136154,678,0.004987,3.5299,1.0,0.017603
Kendall,47431,203,0.004301,3.0015,1.0,0.01291
Kenedy,404,1,0.00495,3.3222,1.0,0.016447
Kent,762,3,0.005249,3.3222,1.0,0.017439
Kerr,52600,334,0.006369,3.1362,1.5045,0.030051
Kimble,4337,-3,-0.000461,2.6579,1.0,-0.001226
King,272,0,0.003676,3.3222,1.0,0.012214
Kinney,3667,26,0.007363,3.6255,1.0,0.026695
Kleberg,30680,131,0.004302,3.8415,1.0738,0.017747
Knox,3664,15,0.004367,3.6988,1.6667,0.02692
Lamar,49859,126,0.002547,3.2633,1.0,0.008312
Lamb,12893,30,0.002404,3.069,1.25,0.009224
Lampasas,21428,730,0.034114,3.4955,2.0,0.238495
La Salle,7520,-7,-0.000798,3.271,1.0,-0.00261
Lavaca,20154,113,0.005656,3.6112,1.2697,0.025935
Lee,17239,429,0.024943,3.6085,2.0,0.180016
Leon,17404,530,0.03051,3.396,2.0,0.207225
Liberty,88219,359,0.004081,3.5327,1.0,0.014416
Limestone,23437,841,0.035926,3.0865,2.0,0.221773
Lipscomb,3233,15,0.004949,3.3222,1.0714,0.017616
Live Oak,12207,37,0.003113,3.2268,1.0,0.010045
Llano,21795,404,0.018582,3.2001,2.0,0.11893
Loving,169,0,0.005917,3.3222,1.0,0.019658
Lubbock,310569,701,0.00226,2.8191,1.0,0.006372
Lynn,5951,5,0.001008,2.6579,1.0,0.00268
McCulloch,7984,22,0.002881,3.5984,2.0,0.020732
McLennan,256623,543,0.00212,3.2242,1.0,0.006835
McMullen,743,1,0.002692,3.3222,1.0,0.008943
Madison,14284,627,0.043965,3.2668,2.0,0.287249
Marion,9854,29,0.003044,3.0107,1.0,0.009166
Martin,5771,3,0.000693,2.8496,1.0,0.001975
Mason,4274,-2,-0.000234,3.0402,1.0,-0.000711
Matagorda,36643,97,0.002674,3.5373,1.0,0.00946
Maverick,58722,795,0.013555,3.5909,1.9678,0.095786
Medina,51584,279,0.005428,3.3682,1.4308,0.026158
Menard,2138,13,0.006548,3.8991,1.625,0.041489
Midland,176832,490,0.002777,3.3706,1.0,0.009359
Milam,24823,165,0.006687,3.545,1.0,0.023707
Mills,4873,171,0.035297,3.8576,2.0,0.27232
Mitchell,8545,13,0.001638,3.1333,1.0,0.005134
Montague,19818,51,0.002624,3.444,1.0,0.009037
Montgomery,607391,3698,0.00609,3.2959,1.1078,0.022237
Moore,20940,31,0.001528,2.3068,1.7222,0.006071
Morris,12388,32,0.002664,3.2892,1.0,0.008762
Motley,1200,0,0.000833,3.3222,1.0,0.002768
Nacogdoches,65204,153,0.002362,3.3792,1.2339,0.009848
Navarro,50113,231,0.00463,3.3232,1.0,0.015385
Newton,13595,33,0.002501,3.4504,1.1,0.009492
Nolan,14714,26,0.001835,3.3642,1.0,0.006173
Nueces,362294,1183,0.003268,3.3154,1.0,0.010835
Ochiltree,9836,10,0.001118,3.8991,1.0,0.004361
Oldham,2112,17,0.008523,2.9494,2.0,0.050274
Orange,83396,310,0.003729,3.3297,1.1787,0.014636
Palo Pinto,29189,120,0.004145,3.9519,1.0,0.016382
Panola,23194,77,0.003363,3.1141,1.375,0.0144
Parker,142878,701,0.004913,3.5468,1.0,0.017426
Parmer,9605,9,0.001041,3.2095,1.0,0.003342
Pecos,15823,35,0.002275,3.2474,1.0,0.007388
Polk,51353,138,0.002707,3.085,1.4082,0.011759
Potter,117415,225,0.001925,3.1043,1.0,0.005975
Presidio,6704,78,0.011784,4.0514,1.0,0.047741
Rains,12514,32,0.002637,3.753,1.3913,0.01377
Randall,137713,266,0.001939,3.1145,1.0,0.006039
Reagan,3849,-2,-0.00026,3.0402,1.0,-0.00079
Real,3452,12,0.003766,3.8939,1.0,0.014664
Red River,12023,25,0.002163,3.8017,1.0,0.008221
Reeves,15976,6,0.000438,3.086,1.0,0.001352
Refugio,6948,20,0.003022,2.963,1.0,0.008955
Roberts,854,0,0.001171,3.3222,1.0,0.00389
Robertson,17074,731,0.042872,3.9231,2.0,0.336388
Rockwall,104915,548,0.005233,3.4916,1.0,0.018271
Runnels,10264,45,0.004482,2.6302,1.0,0.011788
Rusk,54406,204,0.003768,3.3733,1.193,0.015164
Sabine,10542,7,0.000759,2.9494,1.0,0.002238
San Augustine,8237,9,0.001214,3.1204,1.0,0.003788
San Jacinto,28859,78,0.002737,2.989,1.1642,0.009526
San Patricio,66730,93,0.001409,3.4667,1.0,0.004883
San Saba,6055,196,0.032535,4.5095,2.0,0.293434
Schleicher,2793,20,0.007519,2.5563,1.5385,0.02957
Scurry,16703,37,0.002275,3.2736,1.0,0.007448
Shackelford,3265,20,0.006432,3.8991,1.0,0.025078
Shelby,25274,76,0.003047,3.3654,1.0857,0.011132
Sherman,3022,9,0.003309,3.3222,2.0,0.021987
Smith,232751,957,0.004116,3.0875,1.0312,0.013105
Somervell,9128,35,0.003944,3.2059,1.0,0.012644
Starr,64633,515,0.007984,3.6021,1.1573,0.033281
Stephens,9366,49,0.005338,3.1111,1.75,0.029065
Sterling,1291,4,0.003873,2.9494,2.0,0.022846
Stonewall,1350,3,0.002963,3.3222,1.0,0.009844
Sutton,3776,17,0.004767,3.5013,1.0,0.016691
Swisher,7397,19,0.002704,2.9918,1.0,0.008089
Tarrant,2102515,12360,0.005879,3.4908,1.0,0.020523
Taylor,138034,523,0.003796,3.156,1.0,0.011981
Terrell,776,4,0.006443,3.3222,2.0,0.042812
Terry,12337,66,0.005431,2.8496,1.0,0.015475
Throckmorton,1501,4,0.003331,4.326,1.0,0.01441
Titus,32750,106,0.003267,3.6834,1.1277,0.013571
Tom Green,119200,358,0.003012,2.9327,1.0,0.008833
Travis,1273954,3901,0.003063,3.0835,1.0,0.009445
Trinity,14651,40,0.002798,3.1126,1.0526,0.009169
Tyler,21672,55,0.002584,3.3301,1.0784,0.00928
Upshur,41753,190,0.004575,3.4504,1.2025,0.01898
Upton,3657,53,0.014766,3.6653,2.0,0.108246
Uvalde,26741,182,0.006843,3.6338,1.0,0.024868
Val Verde,49025,281,0.005752,3.2055,1.0,0.018439
Van Zandt,56590,189,0.003357,3.371,1.26,0.014261
Victoria,92084,333,0.003627,3.4545,1.0673,0.013373
Walker,72971,143,0.001973,3.3741,1.0,0.006658
Waller,55246,188,0.003421,3.0629,1.0,0.010478
Ward,11998,37,0.003167,3.65,1.0,0.01156
Washington,35882,1581,0.044089,3.1737,2.0,0.279846
Webb,276652,2293,0.008292,3.447,1.0,0.028582
Wharton,41556,204,0.004933,3.4886,1.0,0.01721
Wheeler,5056,7,0.001582,4.0304,1.0,0.006377
Wichita,132230,298,0.002261,3.4912,1.0,0.007894
Wilbarger,12769,20,0.001645,3.2198,1.0,0.005295
Willacy,21358,129,0.006087,4.1165,1.1835,0.029654
Williamson,590551,3030,0.005132,3.2396,1.0,0.016627
Wilson,51070,368,0.007225,3.2273,1.5593,0.036361
Winkler,8010,0,0.000125,3.3187,1.0,0.000414
Wise,69984,321,0.004601,3.5919,1.0,0.016527
Wood,45539,191,0.004216,3.2693,1.2244,0.016877
Yoakum,8713,5,0.000689,3.0402,1.0,0.002094
Young,18010,72,0.004053,3.2383,1.0,0.013126
Zapata,14179,81,0.005783,3.5171,1.0,0.02034
Zavala,11840,154,0.013091,3.5871,1.0,0.04696
