Name,Population,Cases in past week,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Reynolds,6270,1,0.000319,4.5286,1.0,0.001445
Ripley,13288,25,0.001957,3.0402,1.1364,0.00676
St. Charles,402022,504,0.001256,3.0423,1.0,0.003822
St. Clair,9397,23,0.002554,2.5857,1.0,0.006604
Ste. Genevieve,17894,24,0.001397,3.2702,1.0,0.004569
St. Francois,67215,101,0.001518,2.8118,1.0,0.004267
St. Louis,994205,2363,0.002378,3.0234,1.0,0.007189
Saline,22761,46,0.002065,3.2086,1.0,0.006626
Schuyler,4660,11,0.002575,3.8991,1.0,0.010041
Scotland,4902,4,0.00102,3.256,2.0,0.006642
Scott,38280,39,0.001045,3.156,1.0,0.003298
Shannon,8166,11,0.00147,2.7177,2.0,0.007987
Shelby,5930,8,0.001518,3.3431,1.0,0.005074
Stoddard,29025,29,0.001034,3.5214,1.0,0.00364
Stone,31952,63,0.002003,3.6447,1.6579,0.012103
Sullivan,6089,3,0.000657,3.201,1.0,0.002103
Taney,55928,100,0.001806,3.5745,1.0204,0.006587
Texas,25398,16,0.000669,3.2685,1.4545,0.003182
Vernon,20563,17,0.000875,2.7355,1.0,0.002395
Warren,35649,58,0.001655,2.7147,1.0,0.004493
Washington,24730,32,0.001334,2.7544,1.0,0.003676
Wayne,12873,14,0.001165,3.2448,1.0,0.003781
Webster,39592,57,0.001465,2.8572,1.0,0.004186
Worth,2013,1,0.000994,3.0964,1.0,0.003076
Wright,18289,33,0.001859,2.786,1.1379,0.005894
St. Louis City,300576,318,0.001061,2.8634,1.0,0.003039
